id,meters,price,rooms,dealer,title,location,district
40YeW,46.79,225000,3,BIGCITYBROKER,3-pokojowe mieszkanie na Puchacza w dobrej cenie.,"['Lublin', 'Bronowice']",Bronowice
3ZaKg,92.90,450000,4,BIGCITYBROKER,Mieszkanie dla dużej rodziny na Górnym Czechowie.,"['Czechów', 'Górny']",Górny
41jKr,73,489900,3,LubelskieMieszkania,Aleje Racławickie Wieniawa 73m2,"['Lublin', 'Wieniawa']",Wieniawa
41jKs,100,640000,5,LubelskieMieszkania,Lipowa 7 pokoi inwestycyjne,"['Lublin', 'Śródmieście']",Śródmieście
40Ryx,76.60,440000,3,VISUMNIERUCHOMOŚCI,Mieszkanie sprzedaż Lublin Czuby 3 pokoje,"['Lublin', 'Czuby']",Czuby
41jvF,64,390000,3,BiuroNieruchomościKWADRAT,"3 pokoje, 65m2 Aleje Racławickie + miejsce garażow","['Lublin', 'Wieniawa']",Wieniawa
41joT,54.85,363000,2,FRANCZEWSKANieruchomościs.c.,Mieszkanie 2pok na Strzeżonym Osiedlu.,"['Lublin', 'Bazylianówka']",Bazylianówka
3Zjta,66.40,385000,3,BESTHOUSENieruchomości,"Czuby, 3 pokoje. Pilna sprzedaż !!!","['Lublin', 'Czuby']",Czuby
41iUP,69.40,420000,3,BIGCITYBROKER,"Ul. Bursztynowa, 70 Mkw, 3 Pok","['Lublin', 'Czuby']",Czuby
41iGl,45.75,272050,2,4tepiętro,"Czyby, Węglinek, 2020r., 2 pokoje, 46m2","['Lublin', 'Czuby']",Czuby
3Q8ek,62.70,344740,3,ŻagielDomSp.zo.o.,"Mieszkanie 3 pokoje z kuchnią, 62,70m2, ul. Gęsia","['Lublin', 'lubelskie']",lubelskie
41iCX,53.10,345000,2,Arena,Mieszkanie dwupokojowe po generalnym remoncie,"['Lublin', 'Czechów']",Czechów
41iCV,56,345000,2,Arena,2 pokoje ul. Mariańska,"['Lublin', 'Bazylianówka']",Bazylianówka
41iuT,51.75,392000,2,BiuroNieruchomościKWADRAT,"2 pokoje, garderoba, 52m2, Węglinek","['Lublin', 'Czuby']",Czuby
41h2Y,68,385000,3,HOME-TRADER,"Atrakcyjne mieszkanie, Czuby, 3/4 pokoje, Nowa Cen","['Lublin', 'Czuby']",Czuby
3Uk3C,105,366000,4,LubelskieMieszkania,"Duże, 105 m2, 2 poziomowe, 5 minut od centrum.","['Lublin', 'Bazylianówka']",Bazylianówka
3UjTy,75,262000,1,LubelskieMieszkania,"75 m2, 1 piętro, z kominkiem, 5 minut od centrum.","['Lublin', 'Bazylianówka']",Bazylianówka
40VWc,73.14,370000,3,LubelskieMieszkania,"Lokal w kamienicy, centrum przy Placu Litewskim.","['Lublin', 'Śródmieście']",Śródmieście
40XYV,70,420000,3,LubelskieMieszkania,"Ładne mieszkanie na Czubach, 150 M od lasu, 3 pok,","['Lublin', 'Czuby']",Czuby
41gXv,45.67,356000,2,Lokum,Nowoczesne mieszkanie na ul. Gęsiej.,"['Lublin', 'Węglin']",Węglin
3UghV,48.85,261347.50,2,Arena,"Mieszkanie, 48,85 m², Lublin","['Lublin', 'Felin']",Felin
3Q5nG,52.72,282052,3,Arena,Trzypokojowe mieszkanie na Nowym Osiedlu,"['Lublin', 'Felin']",Felin
41gLZ,83,515000,4,WronaRentals,"Mieszkanie, 83 m², Lublin","['os.', 'Karłowicza']",Karłowicza
41gG5,62,325000,3,WMNieruchomości,Mieszkanie sprzedaż,"['Lublin', 'Wrotków']",Wrotków
3XNqU,33.60,145000,1,Arena,"Mieszkanie, 33,60 m², Lublin","['Lublin', 'Dziesiąta']",Dziesiąta
3QxlV,24.06,144360,1,Arena,"Mieszkanie, 24,06 m², Lublin","['Lublin', 'Dziesiąta']",Dziesiąta
41gqC,96.27,299000,5,InvestorNieruchomościFranchise,"Pakiet - 4 mieszkania w kamienicy, ul. Piękna","['Lublin', 'Dziesiąta']",Dziesiąta
41gfT,73.10,349000,4,BiuroNieruchomościKWADRAT,Wieolopokojowe mieszkanie na os. Czuby w Lublinie,"['Lublin', 'Czuby']",Czuby
41gaL,39.66,305000,1,Alfahouse,Kawalerka Centrum Idealna Inwestycja,"['Lublin', 'Śródmieście']",Śródmieście
37Q8m,70,413000,3,Lokum,"Sławin, trzy pokoje z ogrodem.","['Lublin', 'Sławin']",Sławin
41fAF,51.36,264504,2,3KLUCZEs.c.,"Mieszkanie, 51,36 m², Lublin","['Lublin', 'Felin']",Felin
41fAG,49.32,261396,2,3KLUCZEs.c.,"Mieszkanie, 49,32 m², Lublin","['Lublin', 'Felin']",Felin
41fAE,48.18,250536,2,3KLUCZEs.c.,"Mieszkanie, 48,18 m², Lublin","['Lublin', 'Felin']",Felin
41fvR,75.74,450000,4,FRANCZEWSKANieruchomościs.c.,Cztery pokoje 75m blisko centrum,"['Lublin', 'Bazylianówka']",Bazylianówka
41fnf,46.51,274409,3,CLIVUSNieruchomości,Super Oferta Okazja Ostatni Wolny Apartament !,"['Lublin', 'Bronowice']",Bronowice
41f1d,47.70,299000,3,HomeBrokerS.A.,"Mieszkanie, 47,70 m², Lublin","['Rury', 'Jezuickie']",Jezuickie
41eGP,76.80,436000,3,HERMESHOUSE,Przestronne trzy pokoje na Czubach,"['Lublin', 'Czuby']",Czuby
41eGs,118.20,696082,5,BiuroNieruchomościFACTOR,"Mieszkanie, 118,20 m², Lublin","['Czechów', 'Dolny']",Dolny
41etO,50.04,277000,3,M-HOUSENieruchomości,"Mieszkanie 50,04m2, 3 pokoje, Kalinowszczyzna","['Lublin', 'Kalinowszczyzna']",Kalinowszczyzna
41ep6,50.50,277000,3,BiuroNieruchomościKWADRAT,"50,5 m2 - Kalinowszczyzna 3 oddzielne pokoje !!!","['Lublin', 'Kalinowszczyzna']",Kalinowszczyzna
41e8P,71.60,350000,5,HomeBrokerS.A.,"Mieszkanie, 71,60 m², Lublin","['Lublin', 'Czechów']",Czechów
41dGT,54.85,363000,2,VISUMNIERUCHOMOŚCI,"## 2 pokoje, Ponikwoda ##","['Lublin', 'Ponikwoda']",Ponikwoda
41dC1,36.60,289000,1,BiuroNieruchomościFACTOR,"Mieszkanie, 36,60 m², Lublin","['Czechów', 'Dolny']",Dolny
41dBA,53.11,365000,3,HomeBrokerS.A.,"Mieszkanie, 53,11 m², Lublin","['Lublin', 'Czuby']",Czuby
40c8c,46,253000,3,Alfahouse,"Lublin, 3 pokoje, nowe budownictwo","['Lublin', 'Dziesiąta']",Dziesiąta
40c3y,117.82,649000,6,LOGOINVEST,Centrum - mieszkanie 118 m,"['Lublin', 'Centrum']",Centrum
40aYM,47.89,275000,2,Arena,"2 pokoje w nowej inwestycji, Czuby","['Lublin', 'Czuby']",Czuby
407Qv,81.10,559590,3,4tepiętro,Wygodny Apartament w samym centrum Lublina!,"['Lublin', 'Centrum']",Centrum
4077a,45.75,269925,2,BESTHOUSENieruchomości,"Mieszkanie, 45,75 m², Lublin","['Lublin', 'Węglinek']",Węglinek
4076Y,67.43,411750,3,BESTHOUSENieruchomości,"Mieszkanie, 67,43 m², Lublin","['Lublin', 'Węglinek']",Węglinek
4076Q,61.60,357280,3,BESTHOUSENieruchomości,"Mieszkanie, 61,60 m², Lublin","['Lublin', 'Węglinek']",Węglinek
406U4,54,349000,2,WGNBiuroNieruchomościLublin,"Mieszkanie, 54 m², Lublin","['Lublin', 'Śródmieście']",Śródmieście
402V0,41.06,229936,3,4tepiętro,2 pok. mieszkanie na Czubach!!!,"['Lublin', 'Czuby']",Czuby
402NO,55.91,313096,3,4tepiętro,3 pok. mieszkanie na Czubach!!!,"['Lublin', 'Czuby']",Czuby
402f2,45.75,260775,2,BESTHOUSENieruchomości,"Mieszkanie, 45,75 m², Lublin","['Lublin', 'Węglinek']",Węglinek
401iI,43.98,248487,3,4tepiętro,"Czechów, Nowe 3 pokoje, 43,98m2 !","['Lublin', 'Czechów']",Czechów
3ZY6o,66,439000,3,CLIVUSNieruchomości,"Lublin, Czuby, Jantarowa","['Lublin', 'Czuby']",Czuby
3ZVcv,47.70,311000,3,Arena,"3 pok Lsm, rozkładowe, idealna inwestycja","['Lublin', 'LSM']",LSM
3ZWm0,84.50,470000,5,BiuroNieruchomościKWADRAT,"Czechów 1 piętro - 84,5 m2 - po remoncie !!!","['Lublin', 'Czechów']",Czechów
3ZT2g,61.70,355000,2,WMNieruchomości,Dwupokojowe mieszkanie niedaleko Zalewu!,"['Lublin', 'Wrotków']",Wrotków
3ZSSo,29,228000,1,HomeBrokerS.A.,"Mieszkanie, 29 m², Lublin","['Lublin', 'LSM']",LSM
3ZRDC,75.71,449000,4,FRANCZEWSKANieruchomościs.c.,4-5 pokoi na Fabrycznej,"['Lublin', 'lubelskie']",lubelskie
3ZQUk,87.50,430000,4,SzymanekNieruchomościSp.zo.o.,Mieszkanie sprzedaż 4 pokoje Lublin Sławinek,"['Lublin', 'Sławinek']",Sławinek
3ZNHy,54,349000,2,BiuroNieruchomościKWADRAT,2 pokoje po remoncie w kamienicy,"['Lublin', 'Śródmieście']",Śródmieście
3ZNCI,112,559000,5,HomeBrokerS.A.,"Mieszkanie, 112 m², Lublin","['Lublin', 'Ponikwoda']",Ponikwoda
3ZN7O,92.25,489000,4,FRANCZEWSKANieruchomościs.c.,4 pokojowe mieszkanie z pięknym widokiem,"['os.', 'Zana']",Zana
3ZN7K,75,389000,4,FRANCZEWSKANieruchomościs.c.,Dwupoziomowe mieszkanie na Sławinku,"['Lublin', 'lubelskie']",lubelskie
3ZLuQ,30,64000,1,PrestigeBroker,Kawalerka do adaptacji,"['Lublin', 'Bronowice']",Bronowice
41tUs,60.43,360000,3,Ofertaprywatna,"mieszkanie 3-pokoje, 60m2, Lublin, ul.Jesienna","['Lublin', 'Bronowice']",Bronowice
42dNR,72,449000,3,MGNieruchomości,LSM trzypokojowe ul.Zana,"['Lublin', 'LSM']",LSM
42l9D,55.75,268900,2,LubelskieMieszkania,Mieszkanie w Śródmieściu w odnowionej kamienicy.,"['Lublin', 'Czwartek']",Czwartek
42ikR,32.38,207232,1,FRANCZEWSKANieruchomościs.c.,"Mieszkanie 32,38 z możliwością 2 pokoji Czuby","['Lublin', 'Węglinek']",Węglinek
42ikS,53.41,320460,2,FRANCZEWSKANieruchomościs.c.,"Czuby 3 pokoje - 53,41m2","['Lublin', 'Węglinek']",Węglinek
42ikO,44.84,264556,2,FRANCZEWSKANieruchomościs.c.,"2 pokojowe mieszkanie 44,84m2 nowa inwestycja","['Lublin', 'Węglinek']",Węglinek
42icR,69.16,519000,3,BIGCITYBROKER,Mieszkanie 3-pokojowe Śródmieście z tarasem,"['Lublin', 'Śródmieście']",Śródmieście
42icO,38.25,494000,2,BIGCITYBROKER,**2-pokojowy Apartament w ścisłym centrum***,"['Lublin', 'Śródmieście']",Śródmieście
42icP,79,469000,3,BIGCITYBROKER,"Piękne 3-pokojowe mieszkanie na Czubach, 80 mkw.","['Lublin', 'Czuby']",Czuby
42icN,30.74,399500,1,BIGCITYBROKER,***Piękny Apartament w Centrum Lublina 31 mkw***,"['Lublin', 'Śródmieście']",Śródmieście
42iaG,27.76,194000,1,BiuroNieruchomościANMAMagdalenaStaniszewska,"Mieszkanie, 27,76 m², Lublin","['Lublin', 'Wieniawa']",Wieniawa
42giv,59.90,353410,3,3KLUCZEs.c.,"Mieszkanie, 59,90 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42ian,53.41,320460,2,3KLUCZEs.c.,"Mieszkanie, 53,41 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42iam,61.55,375455,3,3KLUCZEs.c.,"Mieszkanie, 61,55 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42iak,32.38,213708,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42ial,61.55,356990,3,3KLUCZEs.c.,"Mieszkanie, 61,55 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42iai,32.38,207232,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42iaj,32.38,210470,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42iag,32.38,210470,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42iah,32.38,213708,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42iaf,32.38,207232,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42i7X,32.50,219000,1,BiuroNieruchomościKWADRAT,"Kawalerka 32,5 m2 - 1 piętro - Bronowice.","['Lublin', 'Bronowice']",Bronowice
42i5f,70,520000,3,Ofertaprywatna,Mieszkanie 70m2 z dużym balkonem 14m2 z wyposażeni,"['Lublin', 'Ponikwoda']",Ponikwoda
42i4u,68.80,370000,4,LubelskieNieruchomości-Drabik,"Mieszkanie 68,8m2 (4 pokoje) -Lsm, Os. Piastowskie","['os.', 'Zana']",Zana
42i4p,65,399000,3,LubelskieNieruchomości-Drabik,"Mieszkanie 65m2, 3 pokoje, Lublin/Czuby/Poręba.","['Lublin', 'lubelskie']",lubelskie
40rnu,57,340000,3,Ofertaprywatna,Mieszkanie Czechów parter 57m,"['Lublin', 'Czechów']",Czechów
41ZL3,33.56,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L76,"['Lublin', 'Czechów']",Czechów
41ZKZ,45.72,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L75,"['Lublin', 'Czechów']",Czechów
41ZKU,49.45,Zapytajocenę,3,LUKsp.zo.o.SKA,Wieża Północna M74,"['Lublin', 'Czechów']",Czechów
41ZKH,34.74,Zapytajocenę,2,LUKsp.zo.o.SKA,Wieża Północna M73,"['Lublin', 'Czechów']",Czechów
41ZKv,33.04,Zapytajocenę,2,LUKsp.zo.o.SKA,Wieża Północna M72,"['Lublin', 'Czechów']",Czechów
41ZKh,47.10,Zapytajocenę,3,LUKsp.zo.o.SKA,Wieża Północna M71,"['Lublin', 'Czechów']",Czechów
41ZK9,48.92,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L70,"['Lublin', 'Czechów']",Czechów
41ZJR,33.56,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L69,"['Lublin', 'Czechów']",Czechów
41ZFX,45.72,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L68,"['Lublin', 'Czechów']",Czechów
41ZFF,49.45,Zapytajocenę,3,LUKsp.zo.o.SKA,Wieża Północna M67,"['Lublin', 'Czechów']",Czechów
41ZFC,34.74,Zapytajocenę,2,LUKsp.zo.o.SKA,Wieża Północna M66,"['Lublin', 'Czechów']",Czechów
41ZFn,33.04,Zapytajocenę,2,LUKsp.zo.o.SKA,Wieża Północna M65,"['Lublin', 'Czechów']",Czechów
41ZEN,47.11,Zapytajocenę,3,LUKsp.zo.o.SKA,Wieża Północna M64,"['Lublin', 'Czechów']",Czechów
41ZEg,48.92,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L63,"['Lublin', 'Czechów']",Czechów
41ZDN,33.56,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L62,"['Lublin', 'Czechów']",Czechów
41ZD5,45.72,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L61,"['Lublin', 'Czechów']",Czechów
41ZCI,49.45,Zapytajocenę,3,LUKsp.zo.o.SKA,Wieża Północna M60,"['Lublin', 'Czechów']",Czechów
41ZCF,34.74,Zapytajocenę,2,LUKsp.zo.o.SKA,Wieża Północna M59,"['Lublin', 'Czechów']",Czechów
41ZCx,33.04,Zapytajocenę,2,LUKsp.zo.o.SKA,Wieża Północna M58,"['Lublin', 'Czechów']",Czechów
41ZCo,47.10,Zapytajocenę,3,LUKsp.zo.o.SKA,Wieża Północna M57,"['Lublin', 'Czechów']",Czechów
41ZCj,48.92,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L56,"['Lublin', 'Czechów']",Czechów
41ZCa,33.56,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L55,"['Lublin', 'Czechów']",Czechów
41ZBU,45.72,Zapytajocenę,1,LUKsp.zo.o.SKA,Wieża Północna L54,"['Lublin', 'Czechów']",Czechów
41ZBJ,49.45,Zapytajocenę,3,LUKsp.zo.o.SKA,Wieża Północna M53,"['Lublin', 'Czechów']",Czechów
3fp6I,100,350000,5,Ofertaprywatna,Sprzedam mieszkanie os. Błonie,"['Lublin', 'Czuby']",Czuby
3Q0XC,54.28,298430,3,ŻagielDomSp.zo.o.,"Mieszkanie 54,28m2 , 3 pokoje, ul Gęsia, Poręba","['Lublin', 'lubelskie']",lubelskie
42bAw,47.20,275000,2,LdomNieruchomości,47m2 gotowe do wprowadzenia Czechów ul.Kurantowa,"['Czechów', 'Dolny']",Dolny
42bzd,50.80,220000,2,WMNieruchomości,Mieszkanie sprzedaż 2 pokoje 51 m2 Tatary,"['Lublin', 'Tatary']",Tatary
42btX,62.33,380000,4,FRANCZEWSKANieruchomościs.c.,4 pokojowe mieszkanie gotowe w tym roku,"['Lublin', 'Wrotków']",Wrotków
425zh,40,370000,2,K&MEstates,"2 pokoje, ul. Północna","['Lublin', 'Śródmieście']",Śródmieście
42brn,81.90,312000,4,E-KSR.PL,-25% wartości! Mieszkanie w Lublinie,"['Lublin', 'Czuby']",Czuby
42bp3,62.70,326040,3,3KLUCZEs.c.,"Mieszkanie, 62,70 m², Lublin","['Lublin', 'Felin']",Felin
42bp1,53.65,284345,3,3KLUCZEs.c.,"Mieszkanie, 53,65 m², Lublin","['Lublin', 'Felin']",Felin
42boZ,44.84,260072,2,3KLUCZEs.c.,"Mieszkanie, 44,84 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42boY,44.84,264556,2,3KLUCZEs.c.,"Mieszkanie, 44,84 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42boX,44.84,269040,2,3KLUCZEs.c.,"Mieszkanie, 44,84 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42boW,32.38,207232,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42boU,32.38,210470,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42boT,32.38,213708,1,3KLUCZEs.c.,"Mieszkanie, 32,38 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42boS,27.46,167506,1,3KLUCZEs.c.,"Mieszkanie, 27,46 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42boR,27.46,170252,1,3KLUCZEs.c.,"Mieszkanie, 27,46 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42boQ,27.46,170252,1,3KLUCZEs.c.,"Mieszkanie, 27,46 m², Lublin","['Lublin', 'Węglinek']",Węglinek
42bmZ,43.20,260000,2,ADREMNIERUCHOMOŚCICEZARYPAPLIŃSKI,"Lublin, ul. Fulmana, 2 pokoje, 43,2 mkw","['os.', 'Zana']",Zana
42biU,61,459000,2,LubelskieMieszkania,Lokalizacja: B. blisko do wszystkich atrakcji.,"['Lublin', 'Śródmieście']",Śródmieście
41BD6,84,383000,5,Arena,84 m2 mieszkanie na Czechowie z garderobą,"['Lublin', 'Czechów']",Czechów
41k88,60,315000,3,Arena,Trzy Pokoje Na Czechowie Żywnego!!!,"['Lublin', 'Czechów']",Czechów
41CNX,60.60,310000,4,Lokum,Cztery Pokoje Inwestycyjnie,"['Lublin', 'Czuby']",Czuby
41V2t,35,190000,2,Lokum,Dwa Rozkładowe Pokoje,"['Lublin', 'Tatary']",Tatary
3T8OE,36.39,180000,2,Lokum,2 Pokoje W Nowym Budynku,"['Lublin', 'Dziesiąta']",Dziesiąta
3Az9h,60.59,659000,3,WronaRentals,"Mieszkanie, 60,59 m², Lublin","['Lublin', 'Centrum']",Centrum
3AnMb,68,365000,2,VBInvest,Piękne mieszkanko w spokojnej okolicy,"['Lublin', 'lubelskie']",lubelskie
3AcSr,55,339000,2,CLIVUSNieruchomości,"Lublin, Dziesiata ul. Dunikowskiego","['Lublin', 'Dziesiąta']",Dziesiąta
3A5vD,42,150000,2,CLIVUSNieruchomości,"Lublin,Za Cukrownią","['Lublin', 'Zadębie']",Zadębie
3zZtt,105,690000,4,BIGCITYBROKER,Dwupoziomowe na Aleji Racławickiej.,"['Lublin', 'Wieniawa']",Wieniawa
3zUGr,65,325000,3,WronaRentals,"Mieszkanie, 65 m², Lublin","['Lublin', 'lubelskie']",lubelskie
3zPLx,49,340000,3,CLIVUSNieruchomości,"Lublin,Lsm","['Lublin', 'LSM']",LSM
3zhg3,120,620000,4,4tepiętro,"Apartament dla wymagających, obok Psk4 i Um!","['Lublin', 'Czechów']",Czechów
3zco3,165.50,1250000,3,Lokum,Klimatyczny Apartament Na Starym Mieście,"['Stare', 'Miasto']",Miasto
3z2LB,58,279000,3,WMNieruchomości,"Mieszkanie, 58 m², Lublin","['Lublin', 'Wrotków']",Wrotków
3z1cT,103,575000,3,Login-HouseNieruchomości,Wyjatkowe mieszkanie z sauną!,"['Lublin', 'Wrotków']",Wrotków
3yUjZ,90,720000,4,LucasApartments,Przepiękne 2-poziomowe mieszkanie blisko centrum,"['Lublin', 'Bazylianówka']",Bazylianówka
3xy5B,58,379000,2,CLIVUSNieruchomości,"Lublin, Dziesiąta, ul. Dunikowskiego","['Lublin', 'Dziesiąta']",Dziesiąta
3gnTG,108.05,499000,5,BIGCITYBROKER,Dwupoziomowe mieszkanie na al. Sikorskiego,"['Lublin', 'Sławinek']",Sławinek
3uyk0,68.37,429000,4,LOGOINVEST,M4 z pięknym widokiem na Stare Miasto.Bezpośrednio,"['Lublin', 'Śródmieście']",Śródmieście
3udMk,66,450000,3,BiuroNieruchomościKWADRAT,Mieszkanie 3 pokoje 66m2 ul. Kryształowa wysoki st,"['Lublin', 'Węglinek']",Węglinek
3tQ96,140,1100000,4,CLIVUSNieruchomości,"Lublin, Czuby, Węglinek, Apartament","['Lublin', 'Czuby']",Czuby
3sc7K,101.95,799000,3,BIGCITYBROKER,"Apartament, 100m, bardzo wysoki standard, centrum","['Lublin', 'Śródmieście']",Śródmieście
3qAKs,111,619000,5,WMNieruchomości,Przestronne mieszkanie w Centrum Lublina!,"['Lublin', 'Śródmieście']",Śródmieście
3qqm0,75.97,460000,3,CLIVUSNieruchomości,2 mieszkania w 1 ! Idealne pod wynajem Kul Umcs Up,"['Lublin', 'Śródmieście']",Śródmieście
3qqlK,45,270000,2,CLIVUSNieruchomości,Bardzo dobre mieszkanie na już . Okazja,"['Lublin', 'Sławinek']",Sławinek
3nWXq,71.52,486000,3,BIGCITYBROKER,"Mieszkanie 71,52m2 Trzypokojowe Al.Racławickie","['Lublin', 'Wieniawa']",Wieniawa
3m1Ub,69.64,465000,4,BIGCITYBROKER,Mieszkanie na Botaniku z wysoką stopą zwrotu!!!,"['Lublin', 'Botanik']",Botanik
3lHqV,72.30,368500,6,WMNieruchomości,"Mieszkanie, 72,30 m², Lublin","['Lublin', 'Śródmieście']",Śródmieście
3LEaM,83,530000,3,KancelariaFinansowaKrzysztofNieznaj,Okazja. Mieszkanie w Śródmieściu w super cenie.,"['Lublin', 'Śródmieście']",Śródmieście
3LE3y,91.10,450000,5,CapitalFinanseiNieruchomościKarolinaLato,5 pokojowe mieszkanie na Czechowie,"['Lublin', 'Czechów']",Czechów
3KEOA,62.70,310365,3,Arena,"3 pokoje + kuchnia, nowe osiedle, Felin","['Lublin', 'Felin']",Felin
3LuNS,47,265000,2,CLIVUSNieruchomości,"Lublin, Centrum ul. Niecała","['Lublin', 'Centrum']",Centrum
3Lt6k,58.26,395000,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt6g,58.26,395000,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt6E,47.37,355000,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt6I,47.37,355000,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt5O,57.39,390000,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt5S,57.39,390000,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt68,57.39,365000,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt6c,58.26,420000,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt5a,57.13,395000,4,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt5G,57.13,370000,4,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt52,57.13,420000,4,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt56,57.13,395000,4,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3Lt5m,57.13,380000,4,CLIVUSNieruchomości,Lublin Apartamenty okol. Umcs Kul Politechnika Up,"['Lublin', 'Śródmieście']",Śródmieście
3LjZV,67,299000,3,AlternatywneBiuroNieruchomościLublinvestSp.zo.o.,Atrakcyjne Mieszkanie w spokojnej okolicy,"['Lublin', 'Dziesiąta']",Dziesiąta
3Lg52,61.77,327319,3,BIURONIERUCHOMOŚCIANMA,"Nowe mieszkanie w stanie deweloperskim, Lublin","['Lublin', 'Wrotków']",Wrotków
3L6Xq,76.50,459000,3,BiuroNieruchomościKWADRAT,"Apartament 76,5 m2 - Lsm przy wąwozie !!!","['Lublin', 'LSM']",LSM
3DRsc,71.50,528900,4,LubelskieMieszkania,Mieszkanie 4-pokojowe o wysokim standardzie,"['Lublin', 'Wieniawa']",Wieniawa
3FhV0,48.50,339000,3,Login-HouseNieruchomości,"Lsm-mieszkanie 3-pokojowe, do wejścia!","['Lublin', 'LSM']",LSM
3KRj2,76,439000,3,LOGOINVEST,Mieszkanie - Konstantynów - Al. Kraśnicka,"['Lublin', 'Konstantynów']",Konstantynów
3JS80,62,355000,3,LubelskieMieszkania,Sprzedam mieszkanie 3-pokojowe!,"['Lublin', 'Czuby']",Czuby
41KKy,35,189000,2,M-HOUSENieruchomości,**Mieszkanie 2 pokoje**,"['Lublin', 'lubelskie']",lubelskie
40N87,59.05,330000,3,Arena,"Mieszkanie, 59,05 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41KHW,20,179000,1,BiuroNieruchomościKWADRAT,Kawalerka z balkonem - 1 p - Lsm,"['Lublin', 'LSM']",LSM
41KCB,65.89,450000,3,HomeBrokerS.A.,"Mieszkanie, 65,89 m², Lublin","['Lublin', 'Sławin']",Sławin
41KCw,50,277000,3,HomeBrokerS.A.,"Mieszkanie, 50 m², Lublin","['Lublin', 'Kalinowszczyzna']",Kalinowszczyzna
3UsoQ,72,380000,4,PółnocNieruchomościFranczyza,Funkcjonalne mieszkanie na Czubach,"['Lublin', 'Czuby']",Czuby
